School|Prof Name|Course Name|Course ID
SOA|Foo See Liang|Governance and Risk Management|ACCT402
SOA|Sum Yee Loong|Advanced Taxation|ACCT403
SOA|Gurdip Singh|Corporate Financial Management|ACCT407
SOA|Cheng Nam Sang|Valuation|ACCT408
SOA|Lim Soo Ping|Auditing for the Public Sector|ACCT409
SOA|Foo See Liang|Internal Audit (SMU-X)|ACCT410
SOA|Benjamin Lee|Accounting Analytics Capstone (SMU-X)|ACCT414
SOA|Ashok Kumar Balakrishnan|Insolvency and Restructuring|ACCT417
SOA|Sean Lee|Insolvency and Restructuring|ACCT417
SOA|Chee Yoh Chuang|Insolvency and Restructuring|ACCT417
SOA|Clarence Goh|Data Modelling and Visualisation|ACCT418
SOA|Benjamin Lee|Statistical Programming|ACCT419
SOA|Wang Jiwei|Forecasting and Forensic Analytics|ACCT420
SOA|Sanjay Panjabi|Audit Analytics (SMU-X)|ACCT423
SOA|Tee Chong Yu|Audit Analytics (SMU-X)|ACCT423
SOL|Adeline Chong|Commercial Conflict of Laws|LAW302
SOL|Adeline Chong|Law of Equity & Trusts (JD)|LAW303
SOL|Aleksandar Georgiev|Business Law|LGST101
SOL|Alvin See|Law of Property|LAW202
SOL|Alvin See|Law of Equity & Trusts|LAW303
SOL|Amy Seow|Ethics & Social Responsibility|LGST001
SOL|Andre Maniam|Pre-trial Practice in Civil Litigation|LAW451
SOL|Koh Swee Yen|Pre-trial Practice in Civil Litigation|LAW451
SOL|Lionel Leo|Pre-trial Practice in Civil Litigation|LAW451
SOL|Aurelio Gurrea Martínez|International and Comparative Insolvency Law|LAW490
SOL|Aurelio Gurrea Martínez|Financial and Securities Regulation|LAW433
SOL|Aurelio Gurrea Martínez|Comparative Corporate Governance|LAW494
SOL|Bala Reddy|Evidence Litigation & the Criminal Process|LAW466
SOL|Wong Li Tein|Evidence Litigation & the Criminal Process|LAW466
SOL|Gordon Oh|Evidence Litigation & the Criminal Process|LAW466
SOL|Ben Ong|Business Law|LGST101
SOL|Ben Ong|Constitutional & Administrative Law|LAW204
SOL|Chan Wing Cheong|Family Law|LAW428
SOL|Chandra Mohan|Criminal Law|LAW103
SOL|Chandra Mohan|Ethics & Social Responsibility|LAW001
SOL|Chen Li|Chinese Commercial Arbitration|LAW497
SOL|Chen Siyuan|Law of Evidence|LAW307
SOL|Chen Siyuan|International Moots 1|LAW416
SOL|Chen Siyuan|International Moots 2 [SMU-X]|LAW430
SOL|Chen Siyuan|Law of Evidence|LAW307
SOL|Chen Siyuan|International Moots 1|LAW416
SOL|Chris Chen|Law of Business Organisations|LAW201
SOL|Chris Chen|Company Law|LGST201
SOL|Chris Chen|Insurance Law|LAW418
SOL|Darius Chan/Nicholas Poon|International Commercial Arbitration|LAW406
SOL|David Llewelyn|Intellectual Property Law|LAW401
SOL|David Llewelyn|International Commercialisation of Intellectual Property|LAW414
SOL|David Llewelyn|International Commercialisation of Intellectual Property|LAW414
SOL|David Smith|Ethics & Social Responsibility (JD)|LAW001
SOL|David Smith|Ethics & Social Responsibility|LGST001
SOL|Deborah Koh|Business Law|LGST101
SOL|Dino Kritsiotis|International Humanitarian Law|LAW488
SOL|Dominic Liew|Business Law|LGST101
SOL|Dorcas Quek|Legal Research & Writing I|LAW106
SOL|Dov Greenbaum|Introduction to Law & Technology|LAW489
SOL|Edward Ti|Law of Property|LAW202
SOL|Edward Ti|Law of Real Estate|LGST210
SOL|Elgin Tay|Jurisprudence: Modern and Critical Theories of Law|LAW420
SOL|Eugene Tan|Ethics & Social Responsibility|LGST001
SOL|Eugene Tan|Ethics & Social Responsibility|LGST001
SOL|Eugene Tan|Constitutional & Administrative Law|LAW204
SOL|Eugene Tan|Constitutional & Administrative Law|LAW204
SOL|Eugene Tan|Constitutional & Administrative Law|LAW204
SOL|Eugene Tan|Ethics & Social Responsibility|LGST001
SOL|Eunice Chua|Legal Research & Writing I|LAW106
SOL|Farhana Siddiqui|Drafting in Corporate Practice|LAW459
SOL|Ralph Lim|Drafting in Corporate Practice|LAW459
SOL|Lam Shiao Ning|Drafting in Corporate Practice|LAW459
SOL|Fong Wei Li|Legal Research & Writing I|LAW106
SOL|Fong Wei Li|Law and Psychology|LAW477
SOL|Gary Chan|Law of Torts|LAW105
SOL|Gary Chan|Law of Torts (JD)|LAW105
SOL|Gary Low|The Singapore Legal System|LAW108
SOL|Gary Low|Law of International Trade|LAW443
SOL|Goh Yihan|Contract Law 1|LAW101
SOL|Henry Gao|Introduction to Chinese History Culture Economics and Law|LAW469
SOL|Henry Gao|Ethics & Social Responsibility|LGST001
SOL|Henry Gao|WTO:Law and Policy|LAW410
SOL|Henry Gao|WTO:Law and Policy|LAW410
SOL|Ian Teo|Shipping & Admiralty Law|LAW423
SOL|Toh Kian Sing|Shipping & Admiralty Law|LAW423
SOL|Kendall Tan|Shipping & Admiralty Law|LAW423
SOL|James Harris|Legal and Commercial Principles in Project Financing Transactions|LAW449
SOL|Bruce Schulberg|Legal and Commercial Principles in Project Financing Transactions|LAW449
SOL|Jeremy Leong|Ethics & Social Responsibility|LGST001
SOL|Jerrold Soh|Law of Torts|LAW105
SOL|Jerrold Soh|Business Law|LGST101
SOL|Jiang Ke Yue|Legal Research & Writing II|LAW107
SOL|Jiang Ke Yue|Legal Research & Writing II|LAW107
SOL|Kenny Chng|Legal Theory & Philosophy|LAW301
SOL|Kenny Chng|Constitutional & Administrative Law (JD)|LAW204
SOL|Kenny Lau|Business Law|LGST101
SOL|Kenny Lau|Business Law|LGST101
SOL|Kevin Yong|Topics in Financial Crime|LAW487
SOL|Jacky Leong|Topics in Financial Crime|LAW487
SOL|Jiang Ke Yue|Topics in Financial Crime|LAW487
SOL|Lau Kah Hee|Law of Evidence|LAW307
SOL|Lau Kah Hee|Company Law|LGST201
SOL|Lau Kah Hee|Law of Evidence|LAW307
SOL|Lau Kwan Ho|Contract Law 2|LAW102
SOL|Lau Kwan Ho|Contract Law 2|LAW102
SOL|Lau Kwan Ho|Business Law|LGST101
SOL|Lee Pey Woan|Corporate Law (JD)|LAW205
SOL|Lee Pey Woan|Corporate Law|LAW205
SOL|Lee Pey Woan|Corporate Law (JD)|LAW205
SOL|Lee Shen Yang|Business Law|LGST101
SOL|Lionel Leo|Law of Evidence|LAW307
SOL|Lionel Leo|Law of Evidence|LAW307
SOL|Liu Kung-Chung|Law and Regulation|LAW483
SOL|Liu Kung-Chung|IP Law & Comp Law at Interplay|LAW493
SOL|Liu Kung-Chung|Intellectual Assets & the Law in Asian Economies|LAW463
SOL|Locknie Hsu|Business Law|LGST101
SOL|Locknie Hsu|Trade & Investment Law|LAW422
SOL|Locknie Hsu|Business Law|LGST101
SOL|Locknie Hsu|Law and Digital Commerce [SMU-X]|LAW491
SOL|Loo Wee Ling|Business Law|LGST101
SOL|Loo Wee Ling|Business Law|LGST101
SOL|Loo Wee Ling|Business Law|LGST101
SOL|Loo Wee Ling|Ethics & Social Responsibility|LAW001
SOL|Loo Wee Ling|Ethics & Social Responsibility|LGST001
SOL|Loo Wee Ling|Ethics & Social Responsibility|LGST001
SOL|Loo Wee Ling|Ethics & Social Responsibility|LAW001
SOL|Low Kee Yang|Law of Torts|LAW105
SOL|Low Kee Yang|Law of Torts|LAW105
SOL|Maartje De Visser|Comparative Legal Systems|LAW203
SOL|Maartje De Visser|Comparative Legal Systems (JD)|LAW203
SOL|Maartje De Visser|Comparative Constitutional Law|LAW470
SOL|Maartje De Visser|Comparative Legal Systems|LAW203
SOL|Mahdev Mohan|Public International Law|LAW404
SOL|Mahdev Mohan|Transnational Business & Human Rights|LAW475
SOL|Mahdev Mohan|Public International Law|LAW404
SOL|Mahdev Mohan|Transnational Business & Human Rights|LAW475
SOL|Makoto Hong|Ethics & Social Responsibility|LGST001
SOL|Mark Findlay|Legal Theory & Philosophy (JD)|LAW301
SOL|Mark Findlay|Legal Theory & Philosophy|LAW301
SOL|Mark Findlay|International and Comparative Criminal Justice|LAW419
SOL|Melvyn Chew|Company Law|LGST201
SOL|Melvyn Chew|Company Law|LGST201
SOL|Nadja Alexander|Professional Mediation Skills|LAW478
SOL|Nadja Alexander|International Mediation Law and Practice|LAW481
SOL|Nadja Alexander|Dealmaking and Dispute Resolution: Negotiation in an Age of Disruption|LAW482
SOL|Nadja Alexander|Professional Mediation Skills|LAW478
SOL|Nadja Alexander|International Mediation Law and Practice|LAW481
SOL|Nadja Alexander|Dealmaking and Dispute Resolution: Negotiation in an Age of Disruption|LAW482
SOL|Nandakumar Ponniya|International Construction Law|LAW447
SOL|Ng Kim Beng|International Construction Law|LAW447
SOL|Nicholas Liu|Legal Research & Writing II|LAW107
SOL|Nicholas Poon|Legal Research & Writing II|LAW107
SOL|Nick Chiam|Legal Theory & Philosophy|LAW301
SOL|Ong Ee Ing|Legal Research & Writing I(JD)|LAW106
SOL|Ong Ee Ing|Legal Research & Writing II|LAW107
SOL|Ong Ee Ing|Legal Research & Writing II|LAW107
SOL|Ong Ee Ing|Legal Research & Writing II (JD)|LAW107
SOL|Ong Ee Ing|Legal Research & Writing II (JD)|LAW107
SOL|Ong Ee Ing|Launching an Online Financial Business - The Lawyer's Role [SMU-X]|LAW496
SOL|Linklaters|Launching an Online Financial Business - The Lawyer's Role [SMU-X]|LAW496
SOL|Warren Chik|Launching an Online Financial Business - The Lawyer's Role [SMU-X]|LAW496
SOL|Chris Chen|Launching an Online Financial Business - The Lawyer's Role [SMU-X]|LAW496
SOL|Pasha Hsieh|Ethics & Social Responsibility|LGST001
SOL|Pasha Hsieh|Law of International Trade|LGST223
SOL|Pasha Hsieh|Law Study Mission to Asia (Taiwan) [SMU-X]|LAW438
SOL|Pearlie Koh|Law of Business Organisations (JD)|LAW201
SOL|Pearlie Koh|Corporate Law|LAW205
SOL|Pearlie Koh|Corporate Law|LAW205
SOL|Rathna N. Koman|Criminal Law|LAW103
SOL|Richard Hayler|Dispute Resolution:The Role of Experts|LAW492
SOL|Sampson Lim|Business Law|LGST101
SOL|Samuel Ng|Business Law|LGST101
SOL|Samuel Ng|Business Law|LGST101
SOL|Samuel Ng|Ethics & Social Responsibility|LGST001
SOL|Samuel Ng|Ethics & Social Responsibility|LGST001
SOL|Samuel Ng|Company Law|LGST201
SOL|Samuel Ng|Ethics & Social Responsibility|LGST001
SOL|Saw Cheng Lim|Business Law|LGST101
SOL|Saw Cheng Lim|Intellectual Property Law|LAW401
SOL|Saw Teng Sheng|Business Law|LGST101
SOL|Shaun Pereira|Legal Research & Writing II|LAW107
SOL|Stephen Bull|Law of Business Organisations|LAW201
SOL|Stephen Bull|Company Law|LGST201
SOL|Stephen Bull|Company Law|LGST201
SOL|Stephen Bull|Corporate Insolvency Law|LAW429
SOL|Tan Boon Heng|Introduction to Civil Procedure|LAW462
SOL|Tan Boon Heng|Medical Law and Health Policy|LAW476
SOL|Tan Boon Heng|Law of Evidence (JD)|LAW307
SOL|Tan Boon Heng|Introduction to Civil Procedure|LAW462
SOL|Tan Boon Heng|Law of Evidence|LAW307
SOL|Tan Seow Hon|Legal Theory & Philosophy|LAW301
SOL|Tan Weiming|Business Law|LGST101
SOL|Tay Wei Sheng Patrick|Company Law (MT2)|LGST201
SOL|Terence Ang|Business Law|LGST101
SOL|Terence Ang|Business Law|LGST101
SOL|Tham Chee Ho|Contract Law 1|LAW101
SOL|Tham Chee Ho|Contract Law 1 (JD)|LAW101
SOL|Vincent Ooi|Contract Law 2|LAW102
SOL|Vincent Ooi|Contract Law 2|LAW102
SOL|Viveganandam Jesudevan|Compliance and Risk Management for Lawyers|LAW495
SOL|Viveganandam Jesudevan|Compliance and Risk Management for Lawyers|LAW495
SOL|Wan Wai Yee|Corporate Law|LAW205
SOL|Wan Wai Yee|Law of Mergers & Acquisitions|LAW417
SOL|Warren Chik|Privacy and Data Protection Law|LAW486
SOL|Lanx Goh|Privacy and Data Protection Law|LAW486
SOL|Wu Ying-chieh|Comparative Legal Systems|LAW203
SOL|Wu Ying-chieh|Comparative Legal Systems|LAW203
SOL|Yao Qingzhe|Business Law|LGST101
SOL|Yeo Chuan Tat|Ethics & Social Responsibility|LGST001
SOL|Yeo Tiong Min|Commercial Conflict of Laws (JD)|LAW302
SOL|Yeo Tiong Min|Contract Law 2 (JD)|LAW102
SOL|Yeo Tiong Min|Commercial Conflict of Laws|LAW302
SOL|Yeo Tiong Min|Commercial Conflict of Laws|LAW302
SOL|Yip Man|Law of Equity & Trusts|LAW303
SOL|Yip Man|Law of Equity & Trusts|LAW303
SOL|Zhang Wei|Chinese Contract Law|LAW402
SOL|Zhang Wei|Economic Analysis of Law|LAW484
SOL|Zhang Wei|Law Study Mission to Asia (Beijing) [SMU-X]|LAW438
SOL|Zhong Zewei|Business Law|LGST101
